Trn# (Internal - Atual);Deal Original;Trn# (External);Counterpart;Status (LIVE/MKT_OP/DEAD);Desc: Complete Trn.Type(Sum);Trn.Date;Date: Period calc. start;Date: Period calc. end;Date: Period expiry date;Nominal amount (Leg 1);IRD: Leg 1 currency;RT:Current Capital(1st leg);RT:Fix/Var rate (1st leg);RT:Pay/Rec(1st leg,FixRate);RT:Main convention(1st leg);RT:Main fix.freq (1st leg);RT:Main index(1st leg);RT:Main margin(1st leg);RT:Main rate(1st leg);RT:Curr.rate(1st leg);RT:Curr.fixing date(1st leg);RT:Curr.calc1 date(1st leg);RT:Curr.paymnt date(1st leg);RT:Prev.amount(1st leg);RT:Curr.amount(1st leg);RT:Accrual(1st leg);RT:Next fixing date(1st leg);RT:Next calc1 date(1st leg);RT:Interest first exact period flag (1st leg) (Y/N);RT:Interest last exact period flag (1st leg) (Y/N);RT:Principal exchange flag (1st leg) (Y/N);Nominal amount (2nd Leg);IRD: Leg 2 currency;RT:Current Capital(2nd leg);RT:Fix/Var rate (2nd leg);RT:Pay/Rec(2nd leg,FixRate);RT:Main convention(2nd leg);RT:Main fix.freq (2nd leg);RT:Main index(2nd leg);RT:Main margin(2nd leg);RT:Main rate(2nd leg);RT:Curr.rate(2nd leg);RT:Curr.fixing date(2nd leg);RT:Curr.calc1 date(2nd leg);RT:Curr.paymnt date(2nd leg);RT:Prev.amount(2nd leg);RT:Curr.amount(2nd leg);RT:Accrual(2nd leg);RT:Next fixing date(2nd leg);RT:Next calc2 date(2nd leg);RT:Interest first exact period flag (2nd leg) (Y/N);RT:Interest last exact period flag (2nd leg) (Y/N);RT:Principal exchange flag (2nd leg) (Y/N);BUY/SELL;Call/Put;American/European (A/E);Strike;PL currency;Discounted market value;Portfolio;Barrier Value;ZCliente;Número da estrutura;Código do Contrato Assinado;Código do Documento;Counterpart_Shortname;Ficticia;Ref Contract;Conta;cempresa;Proposta;Consumo;Produto;Sub Produto;UTI;Cap;Floor;Caract Mx
31254248;31254248;31253691;BANCO SANTANDER SA;Live;Swap;06-09-2022;31-08-2024;31-08-2027;31-08-2027;5250000;EUR;5010327.14;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-1Y;0;3.108;3.108;29-08-2024;31-01-2025;28-02-2025;13101.6;12111.63;;29-08-2024;28-02-2025;N;Y;N;5250000;EUR;5010327.14;Fixed;Borrower;30/360 Linear;1M;;0;2.25;2.25;;31-01-2025;28-02-2025;9484.75;12111.63;;;28-02-2025;N;Y;N;;;;;EUR;;ST_GV_BTBACK;;3686;20448;20448.002;DR0344430;BSTE;;20448.002;05800044;31;;107345.90088;101;IGN;1030266796SAN00000000000000000002235456621;;;IRD_IRS
52739619;31691043;31497031;BANCO SANTANDER SA;Live;Swap;16-09-2022;30-09-2022;28-03-2028;28-03-2028;628207383.89;EUR;349134868.63;Floating;Loan;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;1.185;2.772;24-12-2024;30-12-2024;28-03-2025;3344495.64;2365737.87;;26-03-2025;28-03-2025;N;Y;N;628207383.89;EUR;349134868.63;Fixed;Borrower;Actual/360 Linear;3M;;0;2;2;;30-12-2024;28-03-2025;1999698.44;2365737.87;;;28-03-2025;N;Y;N;;;;;EUR;;GMFCTITCE;;3686;20490;20490.001;DR0345991;BSTE;;;04701062;85;;6087347.95636;101;INS;;;;IRD_IRS
52739702;31691326;31497031;BANCO SANTANDER SA;Live;Swap;16-09-2022;30-09-2022;28-03-2028;28-03-2028;628207383.89;EUR;349134868.63;Fixed;Loan;Actual/360 Linear;3M;;0;2;2;;30-12-2024;28-03-2025;1999698.54;1706881.58;;;28-03-2025;N;Y;N;628207383.89;EUR;349134868.63;Floating;Borrower;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;1.185;2.772;24-12-2024;30-12-2024;28-03-2025;3344495.64;1706881.58;;26-03-2025;28-03-2025;N;Y;N;;;;;EUR;;STFCTITCE;;3686;20489;20489.001;DR0346413;BSTE;;;05800044;31;;3118356.00503;101;IGS;1030266796SAN00000000000000000002240126021;;;IRD_IRS
52739737;31691425;31497031;BANCO SANTANDER SA;Live;Swap;16-09-2022;30-09-2022;28-03-2028;28-03-2028;628207383.89;EUR;395544746.66;Fixed;Loan;Actual/360 Linear;3M;;0;0;0;;30-12-2024;28-03-2025;0;0;;;28-03-2025;N;Y;N;628207383.89;EUR;395544746.66;Floating;Borrower;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;.02;.02;.02;24-12-2024;30-12-2024;28-03-2025;19996.98;0;;26-03-2025;28-03-2025;N;Y;N;;;;;EUR;;STFCTITCE;;3686;20489;20489.001;DR0346414;BSTE;;;05800044;31;;0;101;IGS;GBO0000000000000000000000000000000000000002281983721;;;IRD_IRS
33225515;33225515;33220829;TOTALENERGIES RENEWABLES PORTUGAL PORTFOLIO SGPS S A;Live;Swap;29-11-2022;15-06-2022;15-06-2026;15-06-2026;56235644.56;EUR;19813050.37;Fixed;Loan;Actual/360 Linear;6M;;0;4.138;4.138;;16-12-2024;16-06-2025;570342.03;414486.81;;;16-06-2025;N;Y;N;56235644.56;EUR;19813050.37;Floating;Borrower;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;.108;2.656;12-12-2024;16-12-2024;16-06-2025;515899.03;414486.81;;12-06-2025;16-06-2025;N;Y;N;;;;;EUR;;ST_GV_BTBPRJFIN;;7400575886;20658;20658.001;DR0344773;GP2B;;;05243883;31;;375730.78019;101;INS;URJH9VSI58SAN00000000000000000000567462510;;;IRD_IRS
33225579;33225579;33220829;BANCO SANTANDER SA;Live;Swap;29-11-2022;15-06-2022;15-06-2026;15-06-2026;56235644.56;EUR;19813050.37;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;.108;2.656;12-12-2024;16-12-2024;16-06-2025;515899.03;266040.83;;12-06-2025;16-06-2025;N;Y;N;56235644.56;EUR;19813050.37;Fixed;Borrower;Actual/360 Linear;6M;;0;4.138;4.138;;16-12-2024;16-06-2025;570342.03;266040.83;;;16-06-2025;N;Y;N;;;;;EUR;;ST_GV_BTBPRJFIN;;3686;20658;20658.002;DR0344777;BSTE;;;05800044;31;;0;101;IGS;1030266796SAN00000000000000000002271676621;;;IRD_IRS
52738565;33542969;23084372;BANCO SANTANDER SA;Live;Swap;12-12-2022;20-09-2022;22-12-2064;22-12-2064;177057615.25;EUR;128580080.7;Floating;Loan;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;1.03;2.852;18-12-2024;20-12-2024;20-03-2025;1166187.92;916775.98;;18-03-2025;20-03-2025;N;Y;N;177057615.25;EUR;128580080.7;Fixed;Borrower;Actual/360 Linear;3M;;0;-.17254;3.3994;;20-12-2024;20-03-2025;1256842.33;916775.98;;;20-03-2025;N;Y;N;;;;;EUR;;GM_FINCORP_TIT;;3686;20413;20413.003;DR0344814;BSTE;;;04701062;85;;833150.02601;101;INS;;;;IRD_IRS
52403609;33541519;23084145;BANCO SANTANDER SA;Live;Swap;12-12-2022;21-11-2022;22-08-2061;22-08-2061;157441694.31;EUR;122992547.65;Fixed;Loan;Actual/360 Linear;3M;;0;.41948;0;;20-02-2025;20-05-2025;1120483.29;0;;;20-05-2025;N;Y;N;157441694.31;EUR;122992547.65;Floating;Borrower;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;.02;1.822;0;18-02-2025;20-02-2025;20-05-2025;950486.41;0;;16-05-2025;20-05-2025;N;Y;N;;;;;EUR;;ST_FINCORP_TIT;;3686;19129;19129.002;DR0344813;BSTE;;;05800044;31;;518344.67084;101;IGS;5493006QMFDDMYWIAM13GBO00000000000000000002276622121;;;IRD_IRS
52404143;33541998;23084145;BANCO SANTANDER SA;Live;Swap;12-12-2022;21-11-2022;22-08-2061;22-08-2061;157441694.31;EUR;122992547.65;Floating;Loan;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;1.802;0;18-02-2025;20-02-2025;20-05-2025;944200.12;0;;16-05-2025;20-05-2025;N;Y;N;157441694.31;EUR;122992547.65;Fixed;Borrower;Actual/360 Linear;3M;;0;.41948;0;;20-02-2025;20-05-2025;1120483.29;0;;;20-05-2025;N;Y;N;;;;;EUR;;GM_FINCORP_TIT;;3686;20412;20412.003;DR0344816;BSTE;;;04701062;85;;831523.12868;101;INS;;;;IRD_IRS
52737949;33542458;23084372;BANCO SANTANDER SA;Live;Swap;12-12-2022;20-09-2022;22-12-2064;22-12-2064;177057615.25;EUR;128580080.7;Fixed;Loan;Actual/360 Linear;3M;;0;-.17254;3.3994;;20-12-2024;20-03-2025;1256842.33;1092737.82;;;20-03-2025;N;Y;N;177057615.25;EUR;128580080.7;Floating;Borrower;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;.02;1.05;2.872;18-12-2024;20-12-2024;20-03-2025;1172932.79;1092737.82;;18-03-2025;20-03-2025;N;Y;N;;;;;EUR;;ST_FINCORP_TIT;;3686;19130;19130.002;DR0344810;BSTE;;;05800044;31;;611817.80849;101;IGS;5493006QMFDDMYWIAM13GBO00000000000000000002276625921;;;IRD_IRS
52736839;33543198;22960964;BANCO SANTANDER SA;Live;Swap;12-12-2022;20-09-2022;20-09-2060;20-09-2060;96160261.72;EUR;72541482.6;Fixed;Loan;Actual/360 Linear;3M;;0;-.16521;3.42777;;18-12-2024;18-03-2025;710699.11;621638.79;;;18-03-2025;N;Y;N;96160261.72;EUR;72541482.6;Floating;Borrower;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;.02;1.083;2.883;16-12-2024;18-12-2024;18-03-2025;665436.89;621638.79;;14-03-2025;18-03-2025;N;Y;N;;;;;EUR;;ST_FINCORP_TIT;;3686;19111;19111.002;DR0344811;BSTE;;;05800044;31;;355382.90793;101;IGS;5493006QMFDDMYWIAM13GBO00000000000000000002276600621;;;IRD_IRS
52737241;33543608;22960964;BANCO SANTANDER SA;Live;Swap;12-12-2022;20-09-2022;20-09-2060;20-09-2060;96160261.72;EUR;72541482.6;Floating;Loan;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;0;1.063;2.863;16-12-2024;18-12-2024;18-03-2025;661643.06;519215.66;;14-03-2025;18-03-2025;N;Y;N;96160261.72;EUR;72541482.6;Fixed;Borrower;Actual/360 Linear;3M;;0;-.16521;3.42777;;18-12-2024;18-03-2025;710699.11;519215.66;;;18-03-2025;N;Y;N;;;;;EUR;;GM_FINCORP_TIT;;3686;20410;20410.003;DR0344815;BSTE;;;04701062;85;;444407.51974;101;INS;;;;IRD_IRS
38839178;33762003;32297482;LCH LIMITED SWAP CLEAR SERVICES;Live;Swap;24-10-2022;26-10-2022;16-07-2025;16-07-2025;100000000;EUR;100000000;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;1.46;2.685;14-01-2025;16-01-2025;16-07-2025;1871688.89;1349958.33;;;;N;Y;N;100000000;EUR;100000000;Fixed;Borrower;30/360 Linear;1Y;;0;2.963;2.963;;16-07-2024;16-07-2025;2963000;1349958.33;;;16-07-2024;N;N;N;;;;;EUR;;ST_ALM_INV_HC;;7401586148;20550;20550.001;DR0345746;LUTD;;;05700902;31;;0;101;INS;1010000051SW1000000LCH00096201500100943705;;;IRD_IRS
38839307;33762079;32296658;LCH LIMITED SWAP CLEAR SERVICES;Live;Swap;24-10-2022;26-10-2022;16-07-2025;16-07-2025;100000000;EUR;100000000;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;1.46;2.685;14-01-2025;16-01-2025;16-07-2025;1871688.89;1349958.33;;;;N;Y;N;100000000;EUR;100000000;Fixed;Borrower;30/360 Linear;1Y;;0;2.987;2.987;;16-07-2024;16-07-2025;2987000;1349958.33;;;16-07-2024;N;N;N;;;;;EUR;;ST_ALM_INV_HC;;7401586148;20554;20554.001;DR0345743;LUTD;;;05700902;31;;0;101;INS;1010000051SW1000000LCH00096202669100944057;;;IRD_IRS
9221446;7869960;7867434;BANCO SANTANDER SA;Live;Swap;24-02-2023;20-03-2023;20-03-2025;20-03-2025;20000000;EUR;23087658.36;Fixed;Loan;Actual/360 Linear;12M;;0;.49180328;.49315068;;20-03-2024;20-03-2025;115438.29;115438.29;;;;N;Y;N;20000000;EUR;23087658.36;Floating;Borrower;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;-1.5;2.072;1.352;18-12-2024;20-12-2024;20-03-2025;142282.83;115438.29;;18-12-2024;20-12-2024;N;N;N;;;;;EUR;;ST-ALM_PAS_EMI;;3686;20859;20859.001;DR0346882;BSTE;;20859.001;05800044;31;;37452.78552;101;EGN;URJH9VSI58SANF0000000000000000000568730710;;;IRD_IRS
41427879;35415641;34679519;SIMPLEWATT, UNIPESSOAL LDA;Live;Swap;01-02-2023;20-10-2023;20-06-2036;20-06-2036;6359816.04;EUR;4451652.5;Fixed;Loan;Actual/360 Linear;6M;;0;2.99;2.99;;20-12-2024;20-06-2025;71695.11;67291.67;;;20-06-2025;N;Y;N;6359816.04;EUR;4451652.5;Floating;Borrower;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;4.143;2.652;18-12-2024;20-12-2024;20-06-2025;88599.81;67291.67;;18-06-2025;20-06-2025;N;Y;N;;;;;EUR;;ST_GV_BTBPRJFIN;;7401998605;20785;20785.001;DR0345136;00T8IK;;;05C04926;31;1000467160;471742.62472;101;INS;URJH9VSI58SAN00000000000000000000568393710;;;IRD_IRS
41428091;35415738;34679519;BANCO SANTANDER SA;Live;Swap;01-02-2023;20-10-2023;20-06-2036;20-06-2036;6359816.04;EUR;4451652.5;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;4.143;2.652;18-12-2024;20-12-2024;20-06-2025;88599.81;59684.79;;18-06-2025;20-06-2025;N;Y;N;6359816.04;EUR;4451652.5;Fixed;Borrower;Actual/360 Linear;6M;;0;2.99;2.99;;20-12-2024;20-06-2025;71695.11;59684.79;;;20-06-2025;N;Y;N;;;;;EUR;;ST_GV_BTBPRJFIN;;3686;20785;20785.002;DR0345137;BSTE;;;05800044;31;;253205.43099;101;IGS;5493006QMFDDMYWIAM13GBO00000000000000000002301446421;;;IRD_IRS
8027354;7954459;7953011;BANCO SANTANDER SA;Live;Swap;15-03-2023;30-03-2023;28-03-2025;28-03-2025;10000000;EUR;22131924.87;Fixed;Loan;Actual/360 Linear;1Y;;0;.74175824;.73972603;;28-03-2024;28-03-2025;165989.44;165989.44;;;;N;Y;N;10000000;EUR;22131924.87;Floating;Borrower;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;-.96;2.03;1.755;24-12-2024;30-12-2024;28-03-2025;164052.89;165989.44;;24-12-2024;30-12-2024;N;N;N;;;;;EUR;;ST-ALM_PAS_EMI;;3686;20918;20918.001;DR0345286;BSTE;;20918.001;05800044;31;;71105.72744;101;EGN;URJH9VSI58SAN00000000000000000000569019510;;;IRD_IRS
36923432;36258524;36196450;BANCO SANTANDER SA;Live;Swap;30-03-2023;30-03-2023;14-12-2027;14-12-2027;83100000;EUR;70100000;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;3.269;3.265;12-09-2024;16-09-2024;14-03-2025;1414325.92;1138024.82;;12-03-2025;14-03-2025;N;Y;N;83100000;EUR;70100000;Fixed;Borrower;Actual/360 Linear;6M;;0;3.205;3.205;;16-09-2024;14-03-2025;1160797.58;1138024.82;;;14-03-2025;N;Y;N;;;;;EUR;;ST_ALM_TF_COB;;3686;20977;20977.001;DR0345508;BSTE;;;05800044;31;;724016.84312;101;IGS;5493006QMFDDMYWIAM13GBO00000000000000000002328706921;;;IRD_IRS
10978372;8145815;8133862;BANCO SANTANDER SA;Live;Swap;26-04-2023;30-05-2023;30-05-2025;30-05-2025;20000000;EUR;44099784.23;Fixed;Loan;Actual/360 Linear;1Y;;0;.73770492;.73972603;;30-05-2024;30-05-2025;332480.88;330748.38;;;;N;Y;N;20000000;EUR;44099784.23;Floating;Borrower;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;-1.5;1.962;1.412;27-11-2024;29-11-2024;28-02-2025;274767.13;330748.38;;26-02-2025;28-02-2025;N;N;N;;;;;EUR;;ST-ALM_PAS_EMI;;3686;21044;21044.001;DR0345329;BSTE;;21044.001;05800044;31;;259889.69494;101;EGN;URJH9VSI58SAN00000000000000000000569653710;;;IRD_IRS
49972861;37921236;37830561;BANCO SANTANDER SA;Live;Swap;06-06-2023;28-06-2023;30-06-2025;30-06-2025;15250000;EUR;39945000;Fixed;Loan;Actual/360 Linear;12M;;0;3.26301639;.49046322;;28-06-2024;30-06-2025;1325135.43;199725;;;;N;Y;N;15250000;EUR;39945000;Floating;Borrower;Actual/360 Linear;3M;EURIBOR-EURIBOR-3M;-.5;3.402;2.215;24-12-2024;30-12-2024;28-03-2025;347281.83;199725;;26-03-2025;28-03-2025;N;N;N;;;;;EUR;;ST_ALM_PAS_E_RT;;3686;21137;21137.001;DR0347612;BSTE;;21137.001;05800044;31;;47714.52896;101;IGN;5493006QMFDDMYWIAM13GBO00000000000000000002360659121;;;IRD_IRS
38602046;38602046;38590195;BANCO SANTANDER SA;Live;Swap;05-07-2023;21-06-2023;21-10-2026;21-10-2026;1481481.44;EUR;740740.84;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-1Y;0;2.233;2.936;02-09-2024;21-02-2025;21-03-2025;1902.9631886;1812.34592187;;02-09-2024;21-03-2025;N;Y;N;1481481.44;EUR;740740.84;Fixed;Borrower;30/360 Linear;1M;;0;3.82;3.82;;21-02-2025;21-03-2025;2475.93;1812.34592187;;;21-03-2025;N;Y;N;;;;;EUR;;ST_GV_BTBACK;;3686;21211;21211.002;DR0346491;BSTE;;;05800044;31;;0;101;IGS;5493006QMFDDMYWIAM13GBO00000000000000000002377142021;;;IRD_IRS
38599372;38599372;38590169;SIMOLDES-PLASTICOS, S.A.;Live;Swap;05-07-2023;24-06-2023;24-05-2028;24-05-2028;893939.37;EUR;590909.17;Fixed;Loan;30/360 Linear;1M;;0;3.76;3.76;;24-02-2025;24-03-2025;1898.99;1851.52;;;24-03-2025;N;Y;N;893939.37;EUR;590909.17;Floating;Borrower;30/360 Linear;1M;EURIBOR-EURIBOR-1Y;0;3.757;3.703;02-04-2024;24-02-2025;24-03-2025;1870.20224837;1851.52;;02-04-2024;24-03-2025;N;Y;N;;;;;EUR;;ST_GV_BTBACK;;2100230637;21212;21212.001;DR0345554;00TZLL;;;05C08326;31;1000538008;17055.91241;101;INS;URJH9VSI58SAN00000000000000000000570710910;;;IRD_IRS
38600037;38600037;38590169;BANCO SANTANDER SA;Live;Swap;05-07-2023;24-06-2023;24-05-2028;24-05-2028;893939.37;EUR;590909.17;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-1Y;0;3.757;3.703;02-04-2024;24-02-2025;24-03-2025;1870.20224837;1823.44721376;;02-04-2024;24-03-2025;N;Y;N;893939.37;EUR;590909.17;Fixed;Borrower;30/360 Linear;1M;;0;3.76;3.76;;24-02-2025;24-03-2025;1898.99;1823.44721376;;;24-03-2025;N;Y;N;;;;;EUR;;ST_GV_BTBACK;;3686;21212;21212.002;DR0345550;BSTE;;;05800044;31;;1277.93754;101;IGS;5493006QMFDDMYWIAM13GBO00000000000000000002377139621;;;IRD_IRS
38600174;38600174;38590195;PLASTAZE - PLASTICOS DE AZEMEIS S.A.;Live;Swap;05-07-2023;21-06-2023;21-10-2026;21-10-2026;1481481.44;EUR;740740.84;Fixed;Loan;30/360 Linear;1M;;0;3.82;3.82;;21-02-2025;21-03-2025;2475.93;2358.03;;;21-03-2025;N;Y;N;1481481.44;EUR;740740.84;Floating;Borrower;30/360 Linear;1M;EURIBOR-EURIBOR-1Y;0;2.233;2.936;02-09-2024;21-02-2025;21-03-2025;1902.9631886;2358.03;;02-09-2024;21-03-2025;N;Y;N;;;;;EUR;;ST_GV_BTBACK;;5100539492;21211;21211.001;DR0346490;00QHGZ;;;05C08327;31;1000538018;8040.26472;101;INS;URJH9VSI58SAN00000000000000000000570711410;;;IRD_IRS
38602357;38602357;38590224;BANCO SANTANDER SA;Live;Swap;05-07-2023;14-06-2023;14-06-2028;14-06-2028;454545.44;EUR;303030.44;Floating;Loan;30/360 Linear;1M;EURIBOR-EURIBOR-1Y;0;3.862;3.68;02-05-2024;14-02-2025;14-03-2025;952.52564933;929.29334933;;02-05-2024;14-03-2025;N;Y;N;454545.44;EUR;303030.44;Fixed;Borrower;30/360 Linear;1M;;;3.78;3.78;;14-02-2025;14-03-2025;978.41;929.29334933;;;14-03-2025;N;Y;N;;;;;EUR;;ST_GV_BTBACK;;3686;21213;21213.002;DR0345553;BSTE;;;05800044;31;;669.93798;101;IGS;5493006QMFDDMYWIAM13GBO00000000000000000002377144921;;;IRD_IRS
38638698;38638698;38590224;PLASTAZE - PLASTICOS DE AZEMEIS S.A.;Live;Swap;05-07-2023;14-06-2023;14-06-2028;14-06-2028;454545.44;EUR;303030.44;Fixed;Loan;30/360 Linear;1M;;0;3.78;3.78;;14-02-2025;14-03-2025;978.41;954.55;;;14-03-2025;N;Y;N;454545.44;EUR;303030.44;Floating;Borrower;30/360 Linear;1M;EURIBOR-EURIBOR-1Y;0;3.862;3.68;02-05-2024;14-02-2025;14-03-2025;952.52564933;954.55;;02-05-2024;14-03-2025;N;Y;N;;;;;EUR;;ST_GV_BTBACK;;5100539492;21213;21213.001;DR0345549;00QHGZ;;;05C08327;31;1000538025;9038.68733;101;INS;URJH9VSI58SAN00000000000000000000570735010;;;IRD_IRS
39355330;39355330;39355330;EUREX CLEARING AG;Live;Swap;04-08-2023;02-01-2026;04-01-2027;04-01-2027;500000000;EUR;500000000;Fixed;Loan;30/360 Linear;12M;;0;2.97;;;;;;14932500;;;;N;Y;N;500000000;EUR;500000000;Floating;Borrower;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;;;;;0;14932500;;30-06-2026;02-07-2026;N;N;N;;;;;EUR;;ST_ALCO_FC;;7402648183;21323;21323.001;DR0345682;ECAG;;;05C08826;31;;11853221.93895;101;INS;529900LN3S50JPU47S06O00000000000004213070C;;;IRD_IRS
39354993;39354993;39354993;EUREX CLEARING AG;Live;Swap;04-08-2023;29-07-2024;28-07-2025;28-07-2025;500000000;EUR;500000000;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;3.619;2.581;24-01-2025;28-01-2025;28-07-2025;9198291.67;6488347.22;;;;N;Y;N;500000000;EUR;500000000;Fixed;Borrower;30/360 Linear;12M;;0;3.455;3.455;;29-07-2024;28-07-2025;17227013.89;6488347.22;;;29-07-2024;N;N;N;;;;;EUR;;ST_ALCO1;;7402648183;21324;21324.001;DR0345683;ECAG;;;05C08826;31;;0;101;INS;529900LN3S50JPU47S06O00000000000004213094C;;;IRD_IRS
39385464;39385464;39385464;EUREX CLEARING AG;Live;Swap;07-08-2023;09-08-2023;28-07-2025;28-07-2025;500000000;EUR;500000000;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;3.949;2.581;24-01-2025;28-01-2025;28-07-2025;9198291.67;6488347.22;;;;N;Y;N;500000000;EUR;500000000;Fixed;Borrower;30/360 Linear;12M;;0;3.735;3.735;;29-07-2024;28-07-2025;18623125;6488347.22;;;29-07-2024;N;N;N;;;;;EUR;;ST_ALCO1;;7402648183;21331;21331.001;DR0345677;ECAG;;;05C08826;31;;0;101;INS;529900LN3S50JPU47S06O00000000000004213785C;;;IRD_IRS
39357113;39357113;39357113;EUREX CLEARING AG;Live;Swap;04-08-2023;29-07-2024;28-07-2025;28-07-2025;500000000;EUR;500000000;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;3.619;2.581;24-01-2025;28-01-2025;28-07-2025;9198291.67;6488347.22;;;;N;Y;N;500000000;EUR;500000000;Fixed;Borrower;30/360 Linear;12M;;0;3.487;3.487;;29-07-2024;28-07-2025;17386569.44;6488347.22;;;29-07-2024;N;N;N;;;;;EUR;;ST_ALCO1;;7402648183;21326;21326.001;DR0345678;ECAG;;;05C08826;31;;0;101;INS;529900LN3S50JPU47S06O00000000000004213098C;;;IRD_IRS
39358998;39358998;39358998;EUREX CLEARING AG;Live;Swap;04-08-2023;29-07-2024;28-07-2025;28-07-2025;800000000;EUR;800000000;Floating;Loan;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;3.619;2.581;24-01-2025;28-01-2025;28-07-2025;14717266.67;10381355.56;;;;N;Y;N;800000000;EUR;800000000;Fixed;Borrower;30/360 Linear;12M;;0;3.486;3.486;;29-07-2024;28-07-2025;27810533.33;10381355.56;;;29-07-2024;N;N;N;;;;;EUR;;ST_ALCO1;;7402648183;21325;21325.001;DR0345674;ECAG;;;05C08826;31;;0;101;INS;529900LN3S50JPU47S06O00000000000004213101C;;;IRD_IRS
39447969;39447969;39447969;EUREX CLEARING AG;Live;Swap;09-08-2023;02-01-2026;04-01-2027;04-01-2027;500000000;EUR;500000000;Fixed;Loan;30/360 Linear;12M;;0;2.862;;;;;;14389500;;;;N;Y;N;500000000;EUR;500000000;Floating;Borrower;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;;;;;0;14389500;;30-06-2026;02-07-2026;N;N;N;;;;;EUR;;ST_ALCO_FC;;7402648183;21334;21334.001;DR0345691;ECAG;;;05C08826;31;;11309887.06358;101;INS;529900LN3S50JPU47S06O00000000000004220900C;;;IRD_IRS
39385289;39385289;39349784;EUREX CLEARING AG;Live;Swap;04-08-2023;02-01-2026;04-01-2027;04-01-2027;400000000;EUR;400000000;Fixed;Loan;30/360 Linear;12M;;0;2.975;;;;;;99166.67;;;05-01-2026;N;Y;N;400000000;EUR;400000000;Floating;Borrower;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;;;;;0;99166.67;;31-12-2025;05-01-2026;N;Y;N;;;;;EUR;;ST_ALCO_FC;;7402648183;21327;21327.001;DR0345676;ECAG;;;05C08826;31;;9419865.7172;101;INS;529900LN3S50JPU47S06O00000000000004213006C;;;IRD_IRS
39389644;39389644;39389644;EUREX CLEARING AG;Live;Swap;07-08-2023;02-01-2026;04-01-2027;04-01-2027;500000000;EUR;500000000;Fixed;Loan;30/360 Linear;12M;;0;2.979;;;;;;14977750;;;;N;Y;N;500000000;EUR;500000000;Floating;Borrower;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;;;;;0;14977750;;30-06-2026;02-07-2026;N;N;N;;;;;EUR;;ST_ALCO_FC;;7402648183;21328;21328.001;DR0345675;ECAG;;;05C08826;31;;11898499.84545;101;INS;529900LN3S50JPU47S06O00000000000004213689C;;;IRD_IRS
39326000;39326000;39326000;EUREX CLEARING AG;Live;Swap;03-08-2023;02-01-2026;04-01-2027;04-01-2027;100000000;EUR;100000000;Fixed;Loan;30/360 Linear;12M;;0;2.9;;;;;;2916111.11;;;;N;Y;N;100000000;EUR;100000000;Floating;Borrower;Actual/360 Linear;6M;EURIBOR-EURIBOR-6M;0;0;;;;;0;2916111.11;;30-06-2026;02-07-2026;N;N;N;;;;;EUR;;ST_ALCO_FC;;7402648183;21314;21314.001;DR0345665;ECAG;;;05C08826;31;;2300212.08874;101;INS;529900LN3S50JPU47S06O00000000000004212429C;;;IRD_IRS
